"code_system","code","display"
"http://terminology.hl7.org/CodeSystem/v3-Race","1389-6","Nomalaki"
"http://terminology.hl7.org/CodeSystem/v3-Race","1391-2","Northwest Tribes"
"http://terminology.hl7.org/CodeSystem/v3-Race","1392-0","Alsea"
"http://terminology.hl7.org/CodeSystem/v3-Race","1393-8","Celilo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1394-6","Columbia"
"http://terminology.hl7.org/CodeSystem/v3-Race","1395-3","Kalapuya"
"http://terminology.hl7.org/CodeSystem/v3-Race","1396-1","Molala"
"http://terminology.hl7.org/CodeSystem/v3-Race","1397-9","Talakamish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1398-7","Tenino"
"http://terminology.hl7.org/CodeSystem/v3-Race","1399-5","Tillamook"
"http://terminology.hl7.org/CodeSystem/v3-Race","1400-1","Wenatchee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1401-9","Yahooskin"
"http://terminology.hl7.org/CodeSystem/v3-Race","1403-5","Omaha"
"http://terminology.hl7.org/CodeSystem/v3-Race","1405-0","Oregon Athabaskan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1407-6","Osage"
"http://terminology.hl7.org/CodeSystem/v3-Race","1409-2","Otoe-Missouria"
"http://terminology.hl7.org/CodeSystem/v3-Race","1411-8","Ottawa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1412-6","Burt Lake Ottawa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1413-4","Michigan Ottawa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1414-2","Oklahoma Ottawa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1416-7","Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1417-5","Bishop"
"http://terminology.hl7.org/CodeSystem/v3-Race","1418-3","Bridgeport"
"http://terminology.hl7.org/CodeSystem/v3-Race","1419-1","Burns Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1420-9","Cedarville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1421-7","Fort Bidwell"
"http://terminology.hl7.org/CodeSystem/v3-Race","1422-5","Fort Independence"
"http://terminology.hl7.org/CodeSystem/v3-Race","1423-3","Kaibab"
"http://terminology.hl7.org/CodeSystem/v3-Race","1424-1","Las Vegas"
"http://terminology.hl7.org/CodeSystem/v3-Race","1425-8","Lone Pine"
"http://terminology.hl7.org/CodeSystem/v3-Race","1426-6","Lovelock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1427-4","Malheur Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1428-2","Moapa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1429-0","Northern Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1430-8","Owens Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1431-6","Pyramid Lake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1432-4","San Juan Southern Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1433-2","Southern Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1434-0","Summit Lake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1435-7","Utu Utu Gwaitu Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1436-5","Walker River"
"http://terminology.hl7.org/CodeSystem/v3-Race","1437-3","Yerington Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1439-9","Pamunkey"
"http://terminology.hl7.org/CodeSystem/v3-Race","1441-5","Passamaquoddy"
"http://terminology.hl7.org/CodeSystem/v3-Race","1442-3","Indian Township"
"http://terminology.hl7.org/CodeSystem/v3-Race","1443-1","Pleasant Point Passamaquoddy"
"http://terminology.hl7.org/CodeSystem/v3-Race","1445-6","Pawnee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1446-4","Oklahoma Pawnee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1448-0","Penobscot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1450-6","Peoria"
"http://terminology.hl7.org/CodeSystem/v3-Race","1451-4","Oklahoma Peoria"
"http://terminology.hl7.org/CodeSystem/v3-Race","1453-0","Pequot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1454-8","Marshantucket Pequot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1456-3","Pima"
"http://terminology.hl7.org/CodeSystem/v3-Race","1457-1","Gila River Pima-Maricopa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1458-9","Salt River Pima-Maricopa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1460-5","Piscataway"
"http://terminology.hl7.org/CodeSystem/v3-Race","1462-1","Pit River"
"http://terminology.hl7.org/CodeSystem/v3-Race","1464-7","Pomo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1465-4","Central Pomo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1466-2","Dry Creek"
"http://terminology.hl7.org/CodeSystem/v3-Race","1467-0","Eastern Pomo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1468-8","Kashia"
"http://terminology.hl7.org/CodeSystem/v3-Race","1469-6","Northern Pomo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1470-4","Scotts Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1471-2","Stonyford"
"http://terminology.hl7.org/CodeSystem/v3-Race","1472-0","Sulphur Bank"
"http://terminology.hl7.org/CodeSystem/v3-Race","1474-6","Ponca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1475-3","Nebraska Ponca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1476-1","Oklahoma Ponca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1478-7","Potawatomi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1479-5","Citizen Band Potawatomi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1480-3","Forest County"
"http://terminology.hl7.org/CodeSystem/v3-Race","1481-1","Hannahville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1482-9","Huron Potawatomi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1483-7","Pokagon Potawatomi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1484-5","Prairie Band"
"http://terminology.hl7.org/CodeSystem/v3-Race","1485-2","Wisconsin Potawatomi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1487-8","Powhatan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1489-4","Pueblo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1490-2","Acoma"
"http://terminology.hl7.org/CodeSystem/v3-Race","1491-0","Arizona Tewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1492-8","Cochiti"
"http://terminology.hl7.org/CodeSystem/v3-Race","1493-6","Hopi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1494-4","Isleta"
"http://terminology.hl7.org/CodeSystem/v3-Race","1495-1","Jemez"
"http://terminology.hl7.org/CodeSystem/v3-Race","1496-9","Keres"
"http://terminology.hl7.org/CodeSystem/v3-Race","1497-7","Laguna"
"http://terminology.hl7.org/CodeSystem/v3-Race","1498-5","Nambe"
"http://terminology.hl7.org/CodeSystem/v3-Race","1499-3","Picuris"
"http://terminology.hl7.org/CodeSystem/v3-Race","1500-8","Piro"
"http://terminology.hl7.org/CodeSystem/v3-Race","1501-6","Pojoaque"
"http://terminology.hl7.org/CodeSystem/v3-Race","1502-4","San Felipe"
"http://terminology.hl7.org/CodeSystem/v3-Race","1503-2","San Ildefonso"
"http://terminology.hl7.org/CodeSystem/v3-Race","1504-0","San Juan Pueblo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1505-7","San Juan De"
"http://terminology.hl7.org/CodeSystem/v3-Race","1506-5","San Juan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1507-3","Sandia"
"http://terminology.hl7.org/CodeSystem/v3-Race","1508-1","Santa Ana"
"http://terminology.hl7.org/CodeSystem/v3-Race","1509-9","Santa Clara"
"http://terminology.hl7.org/CodeSystem/v3-Race","1510-7","Santo Domingo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1511-5","Taos"
"http://terminology.hl7.org/CodeSystem/v3-Race","1512-3","Tesuque"
"http://terminology.hl7.org/CodeSystem/v3-Race","1513-1","Tewa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1514-9","Tigua"
"http://terminology.hl7.org/CodeSystem/v3-Race","1515-6","Zia"
"http://terminology.hl7.org/CodeSystem/v3-Race","1516-4","Zuni"
"http://terminology.hl7.org/CodeSystem/v3-Race","1518-0","Puget Sound Salish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1519-8","Duwamish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1520-6","Kikiallus"
"http://terminology.hl7.org/CodeSystem/v3-Race","1521-4","Lower Skagit"
"http://terminology.hl7.org/CodeSystem/v3-Race","1522-2","Muckleshoot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1523-0","Nisqually"
"http://terminology.hl7.org/CodeSystem/v3-Race","1524-8","Nooksack"
"http://terminology.hl7.org/CodeSystem/v3-Race","1525-5","Port Madison"
"http://terminology.hl7.org/CodeSystem/v3-Race","1526-3","Puyallup"
"http://terminology.hl7.org/CodeSystem/v3-Race","1527-1","Samish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1528-9","Sauk-Suiattle"
"http://terminology.hl7.org/CodeSystem/v3-Race","1529-7","Skokomish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1530-5","Skykomish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1531-3","Snohomish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1532-1","Snoqualmie"
"http://terminology.hl7.org/CodeSystem/v3-Race","1533-9","Squaxin Island"
"http://terminology.hl7.org/CodeSystem/v3-Race","1534-7","Steilacoom"
"http://terminology.hl7.org/CodeSystem/v3-Race","1535-4","Stillaguamish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1536-2","Suquamish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1537-0","Swinomish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1538-8","Tulalip"
"http://terminology.hl7.org/CodeSystem/v3-Race","1539-6","Upper Skagit"
"http://terminology.hl7.org/CodeSystem/v3-Race","1541-2","Quapaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1543-8","Quinault"
"http://terminology.hl7.org/CodeSystem/v3-Race","1545-3","Rappahannock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1547-9","Reno-Sparks"
"http://terminology.hl7.org/CodeSystem/v3-Race","1549-5","Round Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1551-1","Sac and Fox"
"http://terminology.hl7.org/CodeSystem/v3-Race","1552-9","Iowa Sac and Fox"
"http://terminology.hl7.org/CodeSystem/v3-Race","1553-7","Missouri Sac and Fox"
"http://terminology.hl7.org/CodeSystem/v3-Race","1554-5","Oklahoma Sac and Fox"
"http://terminology.hl7.org/CodeSystem/v3-Race","1556-0","Salinan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1558-6","Salish"
"http://terminology.hl7.org/CodeSystem/v3-Race","1560-2","Salish and Kootenai"
"http://terminology.hl7.org/CodeSystem/v3-Race","1562-8","Schaghticoke"
"http://terminology.hl7.org/CodeSystem/v3-Race","1564-4","Scott Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1566-9","Seminole"
"http://terminology.hl7.org/CodeSystem/v3-Race","1567-7","Big Cypress"
"http://terminology.hl7.org/CodeSystem/v3-Race","1568-5","Brighton"
"http://terminology.hl7.org/CodeSystem/v3-Race","1569-3","Florida Seminole"
"http://terminology.hl7.org/CodeSystem/v3-Race","1570-1","Hollywood Seminole"
"http://terminology.hl7.org/CodeSystem/v3-Race","1571-9","Oklahoma Seminole"
"http://terminology.hl7.org/CodeSystem/v3-Race","1573-5","Serrano"
"http://terminology.hl7.org/CodeSystem/v3-Race","1574-3","San Manual"
"http://terminology.hl7.org/CodeSystem/v3-Race","1576-8","Shasta"
"http://terminology.hl7.org/CodeSystem/v3-Race","1578-4","Shawnee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1579-2","Absentee Shawnee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1580-0","Eastern Shawnee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1582-6","Shinnecock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1584-2","Shoalwater Bay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1586-7","Shoshone"
"http://terminology.hl7.org/CodeSystem/v3-Race","1587-5","Battle Mountain"
"http://terminology.hl7.org/CodeSystem/v3-Race","1588-3","Duckwater"
"http://terminology.hl7.org/CodeSystem/v3-Race","1589-1","Elko"
"http://terminology.hl7.org/CodeSystem/v3-Race","1590-9","Ely"
"http://terminology.hl7.org/CodeSystem/v3-Race","1591-7","Goshute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1592-5","Panamint"
"http://terminology.hl7.org/CodeSystem/v3-Race","1593-3","Ruby Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1594-1","Skull Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1595-8","South Fork Shoshone"
"http://terminology.hl7.org/CodeSystem/v3-Race","1596-6","Te-Moak Western Shoshone"
"http://terminology.hl7.org/CodeSystem/v3-Race","1597-4","Timbi-Sha Shoshone"
"http://terminology.hl7.org/CodeSystem/v3-Race","1598-2","Washakie"
"http://terminology.hl7.org/CodeSystem/v3-Race","1599-0","Wind River Shoshone"
"http://terminology.hl7.org/CodeSystem/v3-Race","1600-6","Yomba"
"http://terminology.hl7.org/CodeSystem/v3-Race","1602-2","Shoshone Paiute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1603-0","Duck Valley"
"http://terminology.hl7.org/CodeSystem/v3-Race","1604-8","Fallon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1605-5","Fort McDermitt"
"http://terminology.hl7.org/CodeSystem/v3-Race","1607-1","Siletz"
"http://terminology.hl7.org/CodeSystem/v3-Race","1609-7","Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1610-5","Blackfoot Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1611-3","Brule Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1612-1","Cheyenne River Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1613-9","Crow Creek Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1614-7","Dakota Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1615-4","Flandreau Santee"
"http://terminology.hl7.org/CodeSystem/v3-Race","1616-2","Fort Peck"
"http://terminology.hl7.org/CodeSystem/v3-Race","1617-0","Lake Traverse Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1618-8","Lower Brule Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1619-6","Lower Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1620-4","Mdewakanton Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1621-2","Miniconjou"
"http://terminology.hl7.org/CodeSystem/v3-Race","1622-0","Oglala Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1623-8","Pine Ridge Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1624-6","Pipestone Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1625-3","Prairie Island Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1626-1","Prior Lake Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1627-9","Rosebud Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1628-7","Sans Arc Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1629-5","Santee Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1630-3","Sisseton-Wahpeton"
"http://terminology.hl7.org/CodeSystem/v3-Race","1631-1","Sisseton Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1632-9","Spirit Lake Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1633-7","Standing Rock Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1634-5","Teton Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1635-2","Two Kettle Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1636-0","Upper Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1637-8","Wahpekute Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1638-6","Wahpeton Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1639-4","Wazhaza Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1640-2","Yankton Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1641-0","Yanktonai Sioux"
"http://terminology.hl7.org/CodeSystem/v3-Race","1643-6","Siuslaw"
"http://terminology.hl7.org/CodeSystem/v3-Race","1645-1","Spokane"
"http://terminology.hl7.org/CodeSystem/v3-Race","1647-7","Stewart"
"http://terminology.hl7.org/CodeSystem/v3-Race","1649-3","Stockbridge"
"http://terminology.hl7.org/CodeSystem/v3-Race","1651-9","Susanville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1653-5","Tohono O"Odham"
"http://terminology.hl7.org/CodeSystem/v3-Race","1654-3","Ak-Chin"
"http://terminology.hl7.org/CodeSystem/v3-Race","1655-0","Gila Bend"
"http://terminology.hl7.org/CodeSystem/v3-Race","1656-8","San Xavier"
"http://terminology.hl7.org/CodeSystem/v3-Race","1657-6","Sells"
"http://terminology.hl7.org/CodeSystem/v3-Race","1659-2","Tolowa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1661-8","Tonkawa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1663-4","Tygh"
"http://terminology.hl7.org/CodeSystem/v3-Race","1665-9","Umatilla"
"http://terminology.hl7.org/CodeSystem/v3-Race","1667-5","Umpqua"
"http://terminology.hl7.org/CodeSystem/v3-Race","1668-3","Cow Creek Umpqua"
"http://terminology.hl7.org/CodeSystem/v3-Race","1670-9","Ute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1671-7","Allen Canyon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1672-5","Uintah Ute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1673-3","Ute Mountain Ute"
"http://terminology.hl7.org/CodeSystem/v3-Race","1675-8","Wailaki"
"http://terminology.hl7.org/CodeSystem/v3-Race","1677-4","Walla-Walla"
"http://terminology.hl7.org/CodeSystem/v3-Race","1679-0","Wampanoag"
"http://terminology.hl7.org/CodeSystem/v3-Race","1680-8","Gay Head Wampanoag"
"http://terminology.hl7.org/CodeSystem/v3-Race","1681-6","Mashpee Wampanoag"
"http://terminology.hl7.org/CodeSystem/v3-Race","1683-2","Warm Springs"
"http://terminology.hl7.org/CodeSystem/v3-Race","1685-7","Wascopum"
"http://terminology.hl7.org/CodeSystem/v3-Race","1687-3","Washoe"
"http://terminology.hl7.org/CodeSystem/v3-Race","1688-1","Alpine"
"http://terminology.hl7.org/CodeSystem/v3-Race","1689-9","Carson"
"http://terminology.hl7.org/CodeSystem/v3-Race","1690-7","Dresslerville"
"http://terminology.hl7.org/CodeSystem/v3-Race","1692-3","Wichita"
"http://terminology.hl7.org/CodeSystem/v3-Race","1694-9","Wind River"
"http://terminology.hl7.org/CodeSystem/v3-Race","1696-4","Winnebago"
"http://terminology.hl7.org/CodeSystem/v3-Race","1697-2","Ho-chunk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1698-0","Nebraska Winnebago"
"http://terminology.hl7.org/CodeSystem/v3-Race","1700-4","Winnemucca"
"http://terminology.hl7.org/CodeSystem/v3-Race","1702-0","Wintun"
"http://terminology.hl7.org/CodeSystem/v3-Race","1704-6","Wiyot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1705-3","Table Bluff"
"http://terminology.hl7.org/CodeSystem/v3-Race","1707-9","Yakama"
"http://terminology.hl7.org/CodeSystem/v3-Race","1709-5","Yakama Cowlitz"
"http://terminology.hl7.org/CodeSystem/v3-Race","1711-1","Yaqui"
"http://terminology.hl7.org/CodeSystem/v3-Race","1712-9","Barrio Libre"
"http://terminology.hl7.org/CodeSystem/v3-Race","1713-7","Pascua Yaqui"
"http://terminology.hl7.org/CodeSystem/v3-Race","1715-2","Yavapai Apache"
"http://terminology.hl7.org/CodeSystem/v3-Race","1717-8","Yokuts"
"http://terminology.hl7.org/CodeSystem/v3-Race","1718-6","Chukchansi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1719-4","Tachi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1720-2","Tule River"
"http://terminology.hl7.org/CodeSystem/v3-Race","1722-8","Yuchi"
"http://terminology.hl7.org/CodeSystem/v3-Race","1724-4","Yuman"
"http://terminology.hl7.org/CodeSystem/v3-Race","1725-1","Cocopah"
"http://terminology.hl7.org/CodeSystem/v3-Race","1726-9","Havasupai"
"http://terminology.hl7.org/CodeSystem/v3-Race","1727-7","Hualapai"
"http://terminology.hl7.org/CodeSystem/v3-Race","1728-5","Maricopa"
"http://terminology.hl7.org/CodeSystem/v3-Race","1729-3","Mohave"
"http://terminology.hl7.org/CodeSystem/v3-Race","1730-1","Quechan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1731-9","Yavapai"
"http://terminology.hl7.org/CodeSystem/v3-Race","1732-7","Yurok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1733-5","Coast Yurok"
"http://terminology.hl7.org/CodeSystem/v3-Race","1735-0","Alaska Native"
"http://terminology.hl7.org/CodeSystem/v3-Race","1737-6","Alaska Indian"
"http://terminology.hl7.org/CodeSystem/v3-Race","1739-2","Alaskan Athabascan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1740-0","Ahtna"
"http://terminology.hl7.org/CodeSystem/v3-Race","1811-9","Southeast Alaska"
"http://terminology.hl7.org/CodeSystem/v3-Race","1813-5","Tlingit-Haida"
"http://terminology.hl7.org/CodeSystem/v3-Race","1814-3","Angoon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1815-0","Central Council of Tlingit and Haida Tribes"
"http://terminology.hl7.org/CodeSystem/v3-Race","1816-8","Chilkat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1817-6","Chilkoot"
"http://terminology.hl7.org/CodeSystem/v3-Race","1818-4","Craig"
"http://terminology.hl7.org/CodeSystem/v3-Race","1819-2","Douglas"
"http://terminology.hl7.org/CodeSystem/v3-Race","1820-0","Haida"
"http://terminology.hl7.org/CodeSystem/v3-Race","1821-8","Hoonah"
"http://terminology.hl7.org/CodeSystem/v3-Race","1822-6","Hydaburg"
"http://terminology.hl7.org/CodeSystem/v3-Race","1823-4","Kake"
"http://terminology.hl7.org/CodeSystem/v3-Race","1824-2","Kasaan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1825-9","Kenaitze"
"http://terminology.hl7.org/CodeSystem/v3-Race","1826-7","Ketchikan"
"http://terminology.hl7.org/CodeSystem/v3-Race","1827-5","Klawock"
"http://terminology.hl7.org/CodeSystem/v3-Race","1828-3","Pelican"
"http://terminology.hl7.org/CodeSystem/v3-Race","1829-1","Petersburg"
"http://terminology.hl7.org/CodeSystem/v3-Race","1830-9","Saxman"
"http://terminology.hl7.org/CodeSystem/v3-Race","1831-7","Sitka"
"http://terminology.hl7.org/CodeSystem/v3-Race","1832-5","Tenakee Springs"
"http://terminology.hl7.org/CodeSystem/v3-Race","1833-3","Tlingit"
"http://terminology.hl7.org/CodeSystem/v3-Race","1834-1","Wrangell"
"http://terminology.hl7.org/CodeSystem/v3-Race","1835-8","Yakutat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1837-4","Tsimshian"
"http://terminology.hl7.org/CodeSystem/v3-Race","1838-2","Metlakatla"
"http://terminology.hl7.org/CodeSystem/v3-Race","1840-8","Eskimo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1842-4","Greenland Eskimo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1844-0","Inupiat Eskimo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1845-7","Ambler"
"http://terminology.hl7.org/CodeSystem/v3-Race","1846-5","Anaktuvuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1847-3","Anaktuvuk Pass"
"http://terminology.hl7.org/CodeSystem/v3-Race","1848-1","Arctic Slope Inupiat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1849-9","Arctic Slope Corporation"
"http://terminology.hl7.org/CodeSystem/v3-Race","1850-7","Atqasuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1851-5","Barrow"
"http://terminology.hl7.org/CodeSystem/v3-Race","1852-3","Bering Straits Inupiat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1853-1","Brevig Mission"
"http://terminology.hl7.org/CodeSystem/v3-Race","1854-9","Buckland"
"http://terminology.hl7.org/CodeSystem/v3-Race","1855-6","Chinik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1856-4","Council"
"http://terminology.hl7.org/CodeSystem/v3-Race","1857-2","Deering"
"http://terminology.hl7.org/CodeSystem/v3-Race","1858-0","Elim"
"http://terminology.hl7.org/CodeSystem/v3-Race","1859-8","Golovin"
"http://terminology.hl7.org/CodeSystem/v3-Race","1860-6","Inalik Diomede"
"http://terminology.hl7.org/CodeSystem/v3-Race","1861-4","Inupiaq"
"http://terminology.hl7.org/CodeSystem/v3-Race","1862-2","Kaktovik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1863-0","Kawerak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1864-8","Kiana"
"http://terminology.hl7.org/CodeSystem/v3-Race","1865-5","Kivalina"
"http://terminology.hl7.org/CodeSystem/v3-Race","1866-3","Kobuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1867-1","Kotzebue"
"http://terminology.hl7.org/CodeSystem/v3-Race","1868-9","Koyuk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1869-7","Kwiguk"
"http://terminology.hl7.org/CodeSystem/v3-Race","1870-5","Mauneluk Inupiat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1871-3","Nana Inupiat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1872-1","Noatak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1873-9","Nome"
"http://terminology.hl7.org/CodeSystem/v3-Race","1874-7","Noorvik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1875-4","Nuiqsut"
"http://terminology.hl7.org/CodeSystem/v3-Race","1876-2","Point Hope"
"http://terminology.hl7.org/CodeSystem/v3-Race","1877-0","Point Lay"
"http://terminology.hl7.org/CodeSystem/v3-Race","1878-8","Selawik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1879-6","Shaktoolik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1880-4","Shishmaref"
"http://terminology.hl7.org/CodeSystem/v3-Race","1881-2","Shungnak"
"http://terminology.hl7.org/CodeSystem/v3-Race","1882-0","Solomon"
"http://terminology.hl7.org/CodeSystem/v3-Race","1883-8","Teller"
"http://terminology.hl7.org/CodeSystem/v3-Race","1884-6","Unalakleet"
"http://terminology.hl7.org/CodeSystem/v3-Race","1885-3","Wainwright"
"http://terminology.hl7.org/CodeSystem/v3-Race","1886-1","Wales"
"http://terminology.hl7.org/CodeSystem/v3-Race","1887-9","White Mountain"
"http://terminology.hl7.org/CodeSystem/v3-Race","1888-7","White Mountain Inupiat"
"http://terminology.hl7.org/CodeSystem/v3-Race","1889-5","Mary"s Igloo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1891-1","Siberian Eskimo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1892-9","Gambell"
"http://terminology.hl7.org/CodeSystem/v3-Race","1893-7","Savoonga"
"http://terminology.hl7.org/CodeSystem/v3-Race","1894-5","Siberian Yupik"
"http://terminology.hl7.org/CodeSystem/v3-Race","1896-0","Yupik Eskimo"
"http://terminology.hl7.org/CodeSystem/v3-Race","1897-8","Akiachak"
